label,text
school,"各 位

　　　　　　　　　　　　　　　　　　　　　　　情報学研究科教務掛

　下記の通り公聴会が開催されますのでお知らせいたします。（8件）

－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】知能情報学専攻
【日 時】令和6年7月23日(火) 17:00～18:30
【場 所】総合研究8号館会議室1
【講 演 者】塩田　浩司
【論文題目】Machine learning-based methods for predicting the most stable
conformation and binding affinity of protein-drug complexes
（機械学習に基づくタンパク質-薬剤分子の最安定配座および
結合親和性の予測手法）
【調査委員】阿久津　達也  教授, 山本　章博  教授, 鹿島　久嗣  教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】知能情報学専攻
【日 時】令和6年7月29日(月)   15:00～16:30
【場 所】9号館 A棟 会議室（2階　A202・203）
【講 演 者】孫　子棠
【論文題目】From machine to human visual motion processing: exploring and
bridging the gap by modeling
（機械と人間の視覚運動処理：モデリングによる両者の間のギャップの検討と克服）
【調査委員】西田　眞也 教授, 神谷　之康 教授, 西野　恒 教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】知能情報学専攻
【日 時】令和6年7月25日(木) 15:00～16:30
【場 所】総合研究7号館 セミナー室1 (1階 127)
【講 演 者】史　昊
【論文題目】Speech Enhancement Using Spectrogram Feature Fusion for Noise
Robust Speech Recognition
（雑音に頑健な音声認識のためのスペクトログラム特徴の融合による音声強調）
【調査委員】河原　達也  教授, 西野　恒  教授, 中村　裕一  教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】社会情報学専攻
【日 時】令和6年7月24日（水）9:00～10:30
【場 所】学術情報メディアセンター南館4階　セミナー室
【講 演 者】HSU，CHIA-YU
【論文題目】Data-Informed Learning Habit-Building in K12 Education
（K12教育におけるデータに基づく学習習慣の育成）
【調査委員】緒方　広明  教授, 伊藤　孝行  教授, 中村　裕一  教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】社会情報学専攻
【日 時】令和6年7月18日(木)16:45～18:15
【場 所】総合研究7号館セミナー室1（1階127）
【講 演 者】劉　上（LIU Shang）
【論文題目】A Study on Crypto-Assisted Differentially Private Graph Analysis
（暗号支援による差分プライバシーのグラフ分析に関する研究）
【調査委員】伊藤　孝行  教授, 田島　敬史  教授, 鹿島　久嗣  教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】社会情報学専攻
【日 時】 令和6年7月24日（水） 10:40～12:00
【場 所】 学術情報メディアセンター南館4階　セミナー室
【講 演 者】豊川　裕子
【論文題目】DEAR: Data-Enhanced Active Reading Using an E-book System
（電子書籍システムを使用したデータ駆動型アクティブリーディング）
【調査委員】緒方　広明  教授, 伊藤　孝行  教授, 中村　裕一  教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】先端数理科学専攻
【日 時】令和6年7月22日(月) 15:00  ～ 16:30
【場 所】総合研究8号館 講義室4 (3階 北 338)
【講 演 者】Thomas Rodrigues Crespo
【論文題目】Trustworthy machine learning: bridging adversarial and noise
robustness of classifiers through smoothed analysis
（信頼可能な機械学習：平滑化分析に基づく敵対的頑健性とノイズ頑健性の統合）
【調査委員】寺前　順之介  准教授, 青柳　富誌生  教授, 田口　智清  教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
【専 攻】システム科学専攻
【日 時】令和6年8月20日(火)   13:15～14:45
【場 所】総合研究10号館セミナー(405号）室
【講 演 者】片山　梨沙
【論文題目】Computational Modeling and Neural Mechanisms of Hierarchical
Inference and Decision-making in Partially-observable Environments
（部分観測環境における階層的推論・意思決定過程のモデル化とその神経基盤に関する研究）
【調査委員】石井　信  教授, 加納　学  教授, 森本　淳  教授, 雨森　賢一　特定拠点准教授
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－

--
**********************************************************
京都大学大学院情報学研究科教務掛
Student Affairs Division, Graduate School of Informatics
Kyoto University

〒606-8501 京都市左京区吉田本町
Phone: 075-753-4894
Fax: 075-753-5379
Email: jyoho-kyomu@mail2.adm.kyoto-u.ac.jp
URL: http://www.i.kyoto-u.ac.jp/"
school,"下記の科目について、教員より授業連絡があります。
科目名： 情報学展望２
曜時限： 月5
教員名： 河原　達也

連絡内容はKULASISにログインして確認してください。
  全学生共通ポータル・ログイン https://student.iimc.kyoto-u.ac.jp/

* このメールはKULASISから自動で送信しています。
  返信はできませんので，ご不明な点がありましたら下記までご連絡ください。
--------------------
京都大学情報学研究科教務担当
Tel : (075)753-5500"
school,"学生各位

情報学研究科教務掛です。

明日4月23日(火)から4月24日(水)まで、履修登録確認・修正期間です。

履修登録期間に確定していない、あるいは追加・削除などの

修正がある場合は、再度科目のリストをプリントアウトのうえ、

指導教員の押印を得て事務室前設置のボックスに提出してください。
※その後、必ず「確定」してください。



4月入学の学生は、各コース必須科目の「特別(特殊)研究」の登録し忘れがないか十分確認してください。

※4月入学の1回生で「特別(特殊)研究2」を登録している人は必ず削除してください。（2回生配当科目のため）

※10月入学者で昨年秋に登録している学生については、各コース必須科目の

　「特別(特殊)研究」の登録は不要です。登録している学生はこの期間に削除してください。


なお、他研究科聴講を許可された学生は、4月23日(火)から他研究科の科目が表示された

履修登録確認表で確認できますので、当該確認表を再度プリントアウトし、指導教員の

確認・押印を得て、「4月末」までに事務室前設置のボックスに提出してください。


なお、修了単位と認められない(または希望しない)科目がある場合は、

指導教員にその旨についてのコメントを記載いただいたうえで、

科目のリストを提出してください。

 

-----
To students,

This is an important message from the Student Affairs Division, 

Graduate School of Informatics, Kyoto University.

 

Class registration confirmation/correction period is starting from tomorrow, 

Tuesday, April 23 to Wednesday, April 24.

 

Students who have not finalized your registration, or who would like to
add/delete classes during this period, update your class registration
and finalize the list on the KULASIS first.
Then, print out the finalized registration list, and get the seal from your

supervisor again.

Lastly, submit the list to the box of the student affairs division by the

end of April.
* Make sure to FINALIZE your registration list on KULASIS.

 

- Students who have enrolled in this April, please make sure to register
the ""Advanced study"".

- First-year students entering in April who have registered for ""Advanced study 2"" 

should delete it. (To be taken in the second year).

- Students who enrolled in October: if you have already
registered for the “Advanced study” last semester, you do not
need to register it again. Please delete the class during this period
if you have registered it for this semester.

 

- Students who are approved to take classes which are offered by other
graduate school;

You can check these classes on KULASIS starting April 23, Tuesday.

Please submit the list again by end of this April after you get your supervisor’s seal.
The submission box is on the desk in front of the office of Graduate School
of Informatics, Research Building # 8, first floor.

 

- Note:

If there are any classes that will not be counted as required credits or unwanted credits,

please ask your supervisor to comment for it on the list and submit your registration list. 

 


--
--------------------------------------------------------------

　京都大学大学院 情報学研究科 教務掛

　〒606-8501　京都市左京区吉田本町36－1

　Tel：075-753-4894　Fax：075-753-5379

　E-Mail：jyoho-kyomu@mail2.adm.kyoto-u.ac.jp

　URL：http://www.i.kyoto-u.ac.jp/"
work,"Subject: Request for Project Update Meeting

Dear Team,

I hope this email finds you well. I'd like to schedule a meeting to discuss the progress of Project Alpha. Could we arrange a time next Tuesday afternoon? Please let me know your availability.

Best regards, John Smith Project Manager["
work,"Subject: Application for Marketing Manager Position

Dear Hiring Manager,

I am writing to express my strong interest in the Marketing Manager position at XYZ Corporation, as advertised on LinkedIn. With over 8 years of experience in digital marketing and team leadership, I believe I would be a valuable asset to your organization.

Please find my resume and portfolio attached. I look forward to the opportunity to discuss how my skills align with your needs.

Sincerely, Jane Doe]"
work,"Subject: Thank You for Your Recent Purchase

Dear Mr. Johnson,

On behalf of ABC Company, I wanted to thank you for your recent purchase of our premium software package. We truly appreciate your business and trust in our products.

If you have any questions or need assistance with the setup, please don't hesitate to reach out to our support team.

Best wishes, Sarah Lee Customer Relations Manager"
work,"Subject: Proposal for Website Redesign Project

Dear Ms. Thompson,

As per our discussion last week, I am pleased to submit our proposal for the redesign of your company website. The attached document outlines our approach, timeline, and cost estimates.

We believe our solution will significantly enhance your online presence and user experience. Please review the proposal at your convenience, and I'd be happy to address any questions you may have.

Kind regards, Michael Chen Lead Web Designer"
work,"Subject: Apology for Recent Service Disruption

Dear Valued Customer,

I am writing to sincerely apologize for the service disruption you experienced on May 15th. We understand the inconvenience this may have caused and want to assure you that we have taken steps to prevent such incidents in the future.

As a gesture of goodwill, we would like to offer you a 20% discount on your next month's subscription. Please let us know if there's anything else we can do to regain your trust.

Yours truly, Emily Watson Customer Service Manager"
work,"Subject: Welcome Our New Team Member!

Hello everyone,

I'm excited to announce that David Brown will be joining our Marketing team as the new Social Media Specialist starting next Monday, June 1st.

David brings 5 years of experience in digital marketing and has worked with several high-profile brands. Please join me in giving him a warm welcome!

Best, Lisa Green HR Manager"
work,"Subject: Q2 Project Status Update

Dear Stakeholders,

I'm writing to provide an update on the progress of our Q2 initiatives:

Product Launch: On track, 80% complete
Market Research: Completed ahead of schedule
Sales Training: Delayed by 2 weeks due to scheduling conflicts
Please review the attached detailed report. If you have any concerns, let's discuss them in our next meeting.

Regards, Robert Taylor Operations Director"
work,"Subject: Invoice Request for April Services

Dear Accounting Team,

I hope this email finds you well. Could you please send me an invoice for the consulting services we provided to Acme Corp in April? The total billable hours were 45, at our standard rate of $150/hour.

Please send the invoice by Friday, May 5th, if possible.

Thank you for your assistance.

Best regards, Amanda Foster Senior Consultant"
work,"Subject: Your Feedback on Recent Workshop

Dear Workshop Participant,

Thank you for attending our ""Leadership in the Digital Age"" workshop last week. Your feedback is crucial in helping us improve our future sessions.

Could you please take a few minutes to complete the attached survey? Your insights will be greatly appreciated.

Thank you in advance for your time.

Best wishes, Mark Wilson Training Coordinator"
work,"Subject: Invitation to Annual Tech Conference

Dear Industry Colleague,

We are pleased to invite you to TechConnect 2023, our annual technology conference, taking place on September 15-16 at the Grand Hotel in New York City.

This year's theme is ""AI and the Future of Work."" We have an exciting lineup of speakers and workshops planned. Early bird registration is now open with a 15% discount until July 31st.

We hope to see you there!

Warm regards, Sophia Patel Event Coordinator TechConnect Inc."
